$\Phi$ ($^\circ$),30,32,34,36,38,40,42,44,46
$U$ (mV),0,0,0,0,0,0.1,0,0.1,0.3
$\Phi$ ($^\circ$),48,50,52,54,56,58,60,62,64
$U$ (mV),0.2,0.5,2,4.7,4.7,4,2.6,0.1,0.3
$\Phi$ ($^\circ$),66,68,70,,,,,,
$U$ (mV),0,0,0,,,,,,
